route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
OCE204,OCESN,"","Macon - Bourg-en-Bresse - Ambérieu",,2,,,
OCE616985,OCESN,"","Cars Réguliers Colmar - Bollwiller - Mulhouse",,3,,,
OCE1105889,OCESN,"","[AM05] LAON - HIRSON",,2,,,
OCE1650122,OCESN,"","Poitiers-Chatellerault",,2,,,
OCE1109945,OCESN,"","[IC351] PARIS - AMIENS - BOULOGNE - CALAIS",,2,,,
OCE123,OCESN,"","Tours- Chateau Du Loir- Le Mans",,2,,,
OCE1650148,OCESN,"","Périgueux-Bordeaux",,2,,,
OCESN-87697128-87698662,OCESN,"","Lyon-Part-Dieu-Gare-Rou - Saint-Etienne-Chtx GR",,3,,,
OCESN-87763003-87763300,OCESN,"","Gap - Veynes-Dévoluy",,3,,,
OCESN-87747626-87763300,OCESN,"","Clelles-Mens - Veynes-Dévoluy",,3,,,
OCESN-87741009-87742007,OCESN,"","Chambéry-Chal.-les-Eaux - Modane",,3,,,
OCE889861,OCESN,"","Cars travaux ROA - SE",,3,,,
OCE160693,OCESN,"","Cars (Aix) - Chambéry- Bourg-St-Maurice",,3,,,
OCE1209978,OCESN,"","Orléans - Nevers",,2,,,
OCE629127,OCESN,"","Cars Communay Sérézin",,3,,,
OCE1618111,OCESN,"","Cars Lyon - Lozanne - Paray-Le-Monial",,3,,,
OCE629115,OCESN,"","Tarbes - Pau - Bayonne",,3,,,
OCE116622,OCESN,"","LIMOGES - ANGOULEME",,3,,,
OCE203,OCESN,"","Montbrison - St-Etienne",,2,,,
OCE941884,OCESN,"","Cars Valence - Die",,3,,,
OCE156710,OCESN,"","Cars Villefranche - Lyon - Vienne",,3,,,
OCE726008,OCESN,"","Dijon - Nevers",,2,,,
OCE140641,OCESN,"","Cars Grenoble - Annonay",,3,,,
OCE168688,OCESN,"","Cars Lyon St-Paul - Sain Bel",,3,,,
OCE629126,OCESN,"","Cars St Priest - St Pierre de Chandieu",,3,,,
OCE1113949,OCESN,"","Pontarlier - Frasne - Vallorbe",,2,,,
OCE388859,OCESN,"","Thiers / Clermont (ligne 6)",,2,,,
OCE252843,OCESN,"","Cars Grenoble - Valence",,3,,,
OCE468861,OCESN,"","Cars Réguliers Saverne-Hattmatt",,3,,,
OCE817869,OCESN,"","Aubigny - Gien CAR",,3,,,
OCESN-87485003-87491001,OCESN,"","La Rochelle-Ville - Saintes",,3,,,
OCE140646,OCESN,"","Cars Lyon - Oyonnax - St-Claude - Morez",,3,,,
OCE164703,OCESN,"","Cars Lyon - Bourg-en-Bresse (via Villars)",,3,,,
OCE717917,OCESN,"","Chalon - Montchanin - Paray",,2,,,
OCE1650129,OCESN,"","La Rochelle-Saintes",,2,,,
OCESN-87713040-87171009,OCESN,"","Dijon-Ville - Reims",,2,,,
OCE428859,OCESN,"","Cars Volvic / St Gervais",,3,,,
OCEFR=Line==E937D19D-BA51-4EC8-9C8E-6B20FD5D6FF3=,OCESN,"","ST-GERVAIS - COPPET",,2,,,
OCE1650130,OCESN,"","La Rochelle-Rochefort",,2,,,
OCE160691,OCESN,"","Cars Aix Chambéry - Modane",,3,,,
OCE33,OCESN,"","Thouars - La-Roche-sur-Yon",,2,,,
OCE156687,OCESN,"","Cars Lyon - Annecy",,3,,,
OCE4620,OCESN,"","Toulouse / Mazamet",,2,,,
OCE1618110,OCESN,"","Cars Chambery - Aix-Les-Bains - Annecy",,3,,,
OCE1634112,OCESN,"","Cars Grenoble - Gap - Briançon",,3,,,
OCE140643,OCESN,"","Cars Bourg-St-Maurice - Grenoble",,3,,,
OCE809861,OCESN,"","Saint Brieuc - Lannion",,2,,,
OCE1417992,OCESN,"","Paris - Nevers",,2,,,
OCE817854,OCESN,"","Loches - Chateauroux CAR",,3,,,
OCE1598106,OCESN,"","Cars TER Bellegarde - Annecy",,3,,,
OCE140645,OCESN,"","Cars Chambéry - Annecy - Evians",,3,,,
OCE701668,OCESN,"","BUS TER TROYES - LAROCHES-MIGENNES",,3,,,
OCE140644,OCESN,"","Cars Chambéry - Chamonix",,3,,,
OCE140638,OCESN,"","Cars Grenoble - Chamonix",,3,,,
OCE140647,OCESN,"","Cars Bourg-en-Bresse - Chambéry",,3,,,
OCE140639,OCESN,"","Cars Grenoble - Annemasse - Evian",,3,,,
OCE1794152,OCESN,"","Cars EMB Chamonix-St Gervais",,3,,,
OCE156689,OCESN,"","Cars Lyon - Ambérieu - St Rambert en B",,3,,,
OCE156697,OCESN,"","Cars Ambérieu - Chambéry",,3,,,
OCE572935,OCESN,"","Cars Clermont Fd / St Etienne",,3,,,
OCE1786121,OCESN,"","Ussel-Bort les Orgues",,3,,,
OCE239,OCESN,"","Lyon St-Paul - Brignais",,0,,,
OCE817867,OCESN,"","Tours - Vendôme - Chateaudun - Chartres CAR",,3,,,
OCE1474034,OCESN,"","[AM19C] PARIS - PERSAN - BEAUVAIS / CAR",,3,,,
OCE817870,OCESN,"","Bourges - Issoudun - Châteauroux CAR",,3,,,
OCE156708,OCESN,"","Le Puy - Lyon",,2,,,
OCE48,OCESN,"","Annecy - Chambéry",,2,,,
OCE697634,OCESN,"","Cars Lyon - St Etienne",,3,,,
OCE629111,OCESN,"","Bordeaux - Hendaye - Irun",,3,,,
OCE637207,OCESN,"","FECAMP BREAUTE ROUTIER REGULIER",,3,,,
OCE817875,OCESN,"","Valençay - Luçay le Male CAR",,3,,,
OCE1226020,OCESN,"","Belfort - Lyon",,2,,,
OCE1650145,OCESN,"","Limoges-Périgueux-Agen",,2,,,
OCESN-87191163-82001000,OCESN,"","Hettange-Grande - Luxembourg",,3,,,
OCE55,OCESN,"","St-Claude - Oyonnax - Bourg - Lyon Perrache",,2,,,
OCESN-87342014-87345009,OCESN,"","Arras - Douai",,3,,,
OCE1450007,OCESN,"","POITIERS - TOURS",,2,,,
OCE1650132,OCESN,"","Limoges-Angoulême",,2,,,
OCE156701,OCESN,"","Cars Roanne - Lyon",,3,,,
OCE1097897,OCESN,"","Chateaubriant - Janze",,3,,,
OCE260844,OCESN,"","Cars Valence - St-Etienne",,3,,,
OCE201,OCESN,"","Roanne - Lyon",,2,,,
OCESN-87485300-87491803,OCESN,"","Niort - Royan",,3,,,
OCE629114,OCESN,"","Sarlat - Bergerac - Bordeaux",,3,,,
OCE200740,OCESN,"","Strasbourg - Metz",,2,,,
OCE238,OCESN,"","Lyon St-Paul - Lozanne",,0,,,
OCE725930,OCESN,"","Nevers - Moulins",,3,,,
OCE156702,OCESN,"","Clermont-Fd - Lyon",,2,,,
OCE600928,OCESN,"","Cars Réguliers Haguenau - Wissembourg",,3,,,
OCE1610111,OCESN,"","Romans Valence Die",,2,,,
OCE63,OCESN,"","Annecy - St Gervais",,2,,,
OCESN-87172007-87171009,OCESN,"","Charleville-Mézières - Reims",,3,,,
OCE1209973,OCESN,"","Tours Chinon",,2,,,
OCE685599,OCESN,"","Nantes - Sablé - Rennes (Virgule)",,2,,,
OCE1634113,OCESN,"","Grenoble - Veynes",,2,,,
OCE583,OCESN,"","Lisieux / Trouville-Deauville / Dives-Cabourg",,2,,,
OCE4629,OCESN,"","Toulouse / Brive",,2,,,
OCE1226023,OCESN,"","Belfort - Vesoul et Belfort - Epinal",,2,,,
OCE817863,OCESN,"","Thésée - St Aignan - Romorantin CAR",,3,,,
OCE725921,OCESN,"","Dijon - Chalon - Mâcon",,2,,,
OCE35,OCESN,"","Paris-Le Mans",,2,,,
OCE79,OCESN,"","Poitiers - Angoulême",,3,,,
OCE384856,OCESN,"","Clermont Fd pass nord / sud",,2,,,
OCE1674114,OCESN,"","Bordeaux-Angoulême",,2,,,
OCE1650150,OCESN,"","Périgueux-Agen/Sarlat",,2,,,
OCE476859,OCESN,"","Cars Réguliers Strasbourg-Sélestat via Erstein",,3,,,
OCESN-87541797-87751008,OCESN,"","Aix-Gare-Routière - Marseille-St-Charles",,3,,,
OCE516,OCESN,"","Paris / Rouen R.D.",,2,,,
OCESN-87718304-87718320,OCESN,"","Franois - St-Vit",,7,,,
OCE1337994,OCESN,"","Besançon- Mouchard- Lons Le Saunier",,3,,,
OCESN-87335521-87697128,OCESN,"","Grenoble-Gare-Routière - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCESN-87583005-87575001,OCESN,"","Angoulême - Poitiers",,3,,,
OCE1226024,OCESN,"","Besançon Viotte - Besançon TGV",,2,,,
OCE1474031,OCESN,"","[AM04C] AMIENS - TERGNIER - LAON - ST QUENTIN / CAR",,3,,,
OCESN-87741009-87697128,OCESN,"","Chambéry-Chal.-les-Eaux - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCE669661,OCESN,"","Nantes - Luçon - La Rochelle",,2,,,
OCE1518126,OCESN,"","BUS TER CHALONS EN CHAMPAGNE - VERDUN",,3,,,
OCE817866,OCESN,"","Châteauroux - Le Blanc - Poitiers CAR",,3,,,
OCE1650137,OCESN,"","Limoges-Gueret-Montluçon",,2,,,
OCE1097905,OCESN,"","St Brieuc-Dinan",,3,,,
OCE1506043,OCESN,"","Lorient-Quimperlé",,3,,,
OCE16,OCESN,"","Nantes - Redon - Rennes",,2,,,
OCE384852,OCESN,"","Clermont Fd / Le Puy (ligne 3)",,2,,,
OCE1650143,OCESN,"","Ussel-Bordeaux",,2,,,
OCESN-87746784-87746479,OCESN,"","Chamonix-Mont-Blanc - St-Gervais-L-B-Le-Fayet",,3,,,
OCE10,OCESN,"","Dol - Saint Brieuc",,2,,,
OCESN-87478404-87396002,OCESN,"","Laval - Le Mans",,3,,,
OCE540929,OCESN,"","Cars Montluçon / Vierzon",,3,,,
OCE171,OCESN,"","Lannion - Brest",,2,,,
OCE1650126,OCESN,"","La Rochelle-Bordeaux",,2,,,
OCE1650124,OCESN,"","Poitiers-La Rochelle",,2,,,
OCESN-87175042-87175018,OCESN,"","Bar-le-Duc - Revigny",,3,,,
OCE817871,OCESN,"","Mondoubleau - Vendome CAR",,3,,,
OCE889860,OCESN,"","Cars travaux CLE - MOB - SE",,3,,,
OCE1650159,OCESN,"","Pau-Bedous",,2,,,
OCE817868,OCESN,"","Sancerre - Cosne CAR",,3,,,
OCESN-87171512-87171553,OCESN,"","Dormans - Epernay",,3,,,
OCESN-87174003-87116582,OCESN,"","Châlons-en-Champagne - Château-Thierry",,3,,,
OCE777849,OCESN,"","Cars Travaux Strasbourg - Molsheim - Rothau - Saales - St Dié",,3,,,
OCESN-87175042-87174003,OCESN,"","Bar-le-Duc - Châlons-en-Champagne",,3,,,
OCE140665,OCESN,"","ligne routière Alès Nîmes",,3,,,
OCE1522080,OCESN,"","BUS TER-CHARLEVILLE-HIRSON",,3,,,
OCE1650117,OCESN,"","Poitiers-Angoulême",,2,,,
OCE669703,OCESN,"","Tours-Paray-Lyon",,2,,,
OCE610,OCESN,"","Paris-Vaug. / Dreux / Argentan / Granville",,2,,,
OCE701669,OCESN,"","BUS TER TROYES - NOGENT-SUR-SEINE",,3,,,
OCE701665,OCESN,"","BUS TER SEDAN-LA FERTE SUR CHIERS",,3,,,
OCESN-87295733-87324335,OCESN,"","Avesnes - Hirson-Ecoles",,3,,,
OCE384862,OCESN,"","Clermont Fd / Nimes (ligne 4)",,2,,,
OCE1650157,OCESN,"","Bayonne-Pau-Tarbes",,2,,,
OCESN-87286005-87296004,OCESN,"","Lille Flandres - St Quentin",,2,,,
OCESN-87345520-87286005,OCESN,"","Cambrai Ville - Lille Flandres",,2,,,
OCESN-87697136-87698639,OCESN,"","Lyon-Perrache-Gare-Rout - Roanne-Gare-Routière",,3,,,
OCE468860,OCESN,"","Cars Réguliers Frohmuhl-Saverne",,3,,,
OCE817876,OCESN,"","Romorantin - Vierzon CAR",,3,,,
OCE1650158,OCESN,"","Bayonne-St Jean Pied de Port",,2,,,
OCE1650140,OCESN,"","Brive-Ussel",,2,,,
OCE1650142,OCESN,"","Montluçon-Bordeaux",,2,,,
OCE1650156,OCESN,"","Bordeaux-Pau-Tarbes",,2,,,
OCESN-87396002-87394296,OCESN,"","Le Mans - Nogent-le-Rotrou",,3,,,
OCE600932,OCESN,"","Cars Réguliers Strasbourg-Lauterbourg",,3,,,
OCE16626,OCESN,"","Commentry / Montluçon / Vierzon / Bourges (ligne 11)",,2,,,
OCE30,OCESN,"","Nantes - Redon",,2,,,
OCE1650125,OCESN,"","La Rochelle Porte Dauphine-Angoulême",,2,,,
OCESN-87175042-87171553,OCESN,"","Bar-le-Duc - Epernay",,3,,,
OCE1474035,OCESN,"","[AM02C] AMIENS - SERQUEUX / CAR",,3,,,
OCESN-87271593-87588954,OCESN,"","Crépy-en-Valois - Laon-Gare-Routière-Poma",,3,,,
OCE1474033,OCESN,"","[AM22C] PARIS - CREIL - AMIENS / CAR",,3,,,
OCESN-87276006-87271007,OCESN,"","Creil - Paris Gare du Nord",,2,,,
OCESN-87313874-87296004,OCESN,"","Amiens - St Quentin",,3,,,
OCE645595,OCESN,"","Commentry / Montluçon / Vierzon",,2,,,
OCE725906,OCESN,"","Nevers - Paray - Lyon (Multi-Activités)",,2,,,
OCE180697,OCESN,"","Bus 4713 (TE) Castelsarrasin Agen",,3,,,
OCE1121942,OCESN,"","Pontarlier - Frasne",,3,,,
OCE1474030,OCESN,"","[AM23C] PARIS - CREIL / CAR",,3,,,
OCE1113944,OCESN,"","Besançon Viotte - Besançon TGV",,2,,,
OCE1105895,OCESN,"","[AM12C] CREIL - ST QUENTIN / CAR",,3,,,
OCE90,OCESN,"","Royan - Angoulême",,3,,,
OCE1337995,OCESN,"","Dole- Mouchard- Saint Claude",,3,,,
OCE829852,OCESN,"","Cars Reguliers L 06  (Nantes - Clisson - Cholet)",,3,,,
OCE697686,OCESN,"","ST QUENTIN-BUSIGNY-CAMBRAI-DOUAI-LILLE",,2,,,
OCE1650151,OCESN,"","Sarlat-Périgueux",,2,,,
OCE532920,OCESN,"","Montluçon - Guéret",,3,,,
OCE4624,OCESN,"","Rodez / Millau / Tournemire-Roquefort",,3,,,
OCE817849,OCESN,"","Blois - Limeray CAR",,3,,,
OCE645732,OCESN,"","" 	Toulouse / Figeac / Aurillac"",,2,,,
OCE1209975,OCESN,"","Salbris - Romorantin - Luçay le Mâle",,3,,,
OCE629110,OCESN,"","Bordeaux - Arcachon",,3,,,
OCE889863,OCESN,"","Cars travaux LY - BGB",,3,,,
OCE1465993,OCESN,"","Cars Aurillac / Figeac",,3,,,
OCE1101906,OCESN,"","[AM03C] ST QUENTIN - BUSIGNY / CAR",,3,,,
OCE889865,OCESN,"","Cars travaux GVI-AE - ACY",,3,,,
OCE1650133,OCESN,"","Limoges-Châteauroux",,2,,,
OCE180692,OCESN,"","Bus 4737 (TE) Souillac (BLG) (RDZ) St Denis Près Martel (BLG)",,3,,,
OCESN-87396325-87396002,OCESN,"","La Ferté-Bernard - Le Mans",,3,,,
OCE629108,OCESN,"","Bordeaux - Agen",,3,,,
OCE1465992,OCESN,"","Cars Moulins / Vichy",,3,,,
OCESN-87583005-87491803,OCESN,"","Angoulême - Royan",,3,,,
OCESN-87673004-87673723,OCESN,"","Bayonne - St-Jean-Pied-de-Port",,3,,,
OCE156691,OCESN,"","Cars Roanne - St-Etienne",,3,,,
OCE1321991,OCESN,"","Saumur-Angers-Cholet",,2,,,
OCESN-87571240-87571000,OCESN,"","St-Pierre-des-Corps - Tours",,7,,,
OCE817851,OCESN,"","Tours - Chateau du Loir CAR",,3,,,
OCE697684,OCESN,"","BUSIGNY-CAMBRAI-DOUAI-LILLE",,2,,,
OCESN-87583005-87491001,OCESN,"","Angoulême - Saintes",,3,,,
OCE140642,OCESN,"","Cars Modane - Grenoble",,3,,,
OCE1630127,OCESN,"","CAR-St Quentin-Douai-Lille",,3,,,
OCE725923,OCESN,"","Nevers - Luzy",,3,,,
OCESN-87486019-87485003,OCESN,"","La Roche-sur-Yon - La Rochelle-Ville",,3,,,
OCESN-87192039-87212027,OCESN,"","Metz-Ville - Strasbourg",,3,,,
OCE725928,OCESN,"","Etang - Autun",,2,,,
OCE669676,OCESN,"","Nantes-Saumur",,2,,,
OCESN-87745497-87745679,OCESN,"","Annemasse - Evian-les-Bains",,3,,,
OCESN-87541797-87751420,OCESN,"","Aix-Gare-Routière - Gardanne",,3,,,
OCE556927,OCESN,"","Cars Vichy / Ambert",,3,,,
OCESN-87698639-87698662,OCESN,"","Roanne-Gare-Routière - Saint-Etienne-Chtx GR",,3,,,
OCESN-87313510-87276469,OCESN,"","Beauvais-Gare-SNCF - Persan-Beaumont",,3,,,
OCE456859,OCESN,"","Cars Bort Les Orgues / Neussargues",,3,,,
OCE1470001,OCESN,"","PARIS-CHALONS-MULHOUSE (TRAVAUX)",,2,,,
OCE384864,OCESN,"","Aurillac / Figeac / Capdenac",,2,,,
OCESN-87171330-87171009,OCESN,"","Fismes - Reims",,3,,,
OCE629104,OCESN,"","Bordeaux - Dax - Tarbes",,3,,,
OCESN-87747626-87763003,OCESN,"","Clelles-Mens - Gap",,3,,,
OCESN-87576207-87696005,OCESN,"","Bourges - Nevers",,2,,,
OCE725916,OCESN,"","Auxerre - Avallon",,3,,,
OCESN-87723197-87726000,OCESN,"","Lyon-Part-Dieu - St-Etienne-Châteaucreux",,2,,,
OCESN-87743716-87726000,OCESN,"","Ambérieu-en-Bugey - St-Etienne-Châteaucreux",,2,,,
OCE34,OCESN,"","Orléans - Tours - Nantes - Le Croisic",,2,,,
OCESN-87713040-87696005,OCESN,"","Dijon-Ville - Nevers",,2,,,
OCESN-87485300-87491001,OCESN,"","Niort - Saintes",,3,,,
OCE140635,OCESN,"","Cars Chambéry - Aix-Les-Bains - Annecy",,3,,,
OCE1465995,OCESN,"","Cars Arvant / Aurillac",,3,,,
OCESN-87171009-87172254,OCESN,"","Reims - Sedan",,3,,,
OCE136641,OCESN,"","Limoges - Felletin - Montluçon",,3,,,
OCESN-87713040-87712182,OCESN,"","Dijon-Ville - Neuilly-lès-Dijon",,7,,,
OCE17,OCESN,"","Le Mans-Rennes",,2,,,
OCE649569,OCESN,"","Dijon / Clermont Multi-Activités",,2,,,
OCE1630132,OCESN,"","CAR-Lens-Douai-Libercourt-Lille",,3,,,
OCE1209976,OCESN,"","Commentry / Montluçon / Vierzon",,2,,,
OCE616990,OCESN,"","Cars Réguliers Strasbourg - Rothau - Saales",,3,,,
OCESN-87718007-87713412,OCESN,"","Besançon-Viotte - Dole-Ville",,3,,,
OCE84,OCESN,"","La Rochelle - Bordeaux",,3,,,
OCE288845,OCESN,"","Verdun-Nancy",,2,,,
OCESN-87214148-87212027,OCESN,"","Erstein - Strasbourg",,3,,,
OCESN-87611244-87611004,OCESN,"","Montauban-Ville-Bourbon - Toulouse-Matabiau",,2,,,
OCE116623,OCESN,"","LIMOGES - POITIERS",,3,,,
OCE637111,OCESN,"","Car NANCY - METZ",,3,,,
OCESN-87313874-87411017,OCESN,"","Amiens - Rouen-Rive-Droite",,2,,,
OCE725908,OCESN,"","Digoin - Paray-le-Monial - Lozanne",,3,,,
OCE232738,OCESN,"","Cars Mâcon - Lyon",,3,,,
OCESN-87588954-87296442,OCESN,"","Laon-Gare-Routière-Poma - Tergnier",,3,,,
OCE616984,OCESN,"","Cars Réguliers Colmar - Munster - Metzeral",,3,,,
OCE697624,OCESN,"","ROUEN-AMIENS-DOUAI-LILLE (Multi)",,3,,,
OCESN-87212225-87212027,OCESN,"","Saverne - Strasbourg",,3,,,
OCE645588,OCESN,"","Cars Travaux Strasbourg - Haguenau - Wissembourg",,3,,,
OCESN-87584268-87584052,OCESN,"","Bergerac - Libourne",,3,,,
OCESN-87175042-87175000,OCESN,"","Bar-le-Duc - St-Dizier",,3,,,
OCESN-87763003-87751321,OCESN,"","Gap - Manosque-Gréoux",,3,,,
OCE600927,OCESN,"","Cars Réguliers Strasbourg-Sarreguemines",,3,,,
OCE1209974,OCESN,"","Tours Loches",,2,,,
OCE873861,OCESN,"","CAR-RANG DU FLIERS-CALAIS",,3,,,
OCESN-87543009-87571000,OCESN,"","Orléans - Tours",,2,,,
OCESN-87543009-87571240,OCESN,"","Orléans - St-Pierre-des-Corps",,2,,,
OCE1101902,OCESN,"","[AM01C] AMIENS - ALBERT / CAR",,3,,,
OCE104653,OCESN,"","LIMOGES - EYMOUTIERS - USSEL - CLERMONT FD",,3,,,
OCESN-87485003-87491209,OCESN,"","La Rochelle-Ville - St-Mariens-St-Yzan",,3,,,
OCESN-87594275-87594093,OCESN,"","Meymac - Ussel",,3,,,
OCE596933,OCESN,"","Cars Réguliers Mulhouse-Belfort",,3,,,
OCE1081893,OCESN,"","Cars travaux ROA - LY",,3,,,
OCESN-87485003-87437798,OCESN,"","La Rochelle-Ville - La-Rochelle-Pt-Dauphine",,3,,,
OCE1465994,OCESN,"","Cars Brive / St Denis Près Martel / Aurillac",,3,,,
OCE616986,OCESN,"","Cars Réguliers Mulhouse - St Louis - Bâle",,3,,,
OCE1301991,OCESN,"","Chartres Le Mans Angers-St-Laud",,2,,,
OCE1450013,OCESN,"","THOUARS - SAUMUR - ANGERS",,2,,,
OCE104647,OCESN,"","LIMOGES - PERIGUEUX - BORDEAUX",,3,,,
OCESN-87718007-87713040,OCESN,"","Besançon-Viotte - Dijon-Ville",,3,,,
OCE629113,OCESN,"","Bordeaux - Mont de Marsan",,3,,,
OCESN-87594002-87592006,OCESN,"","Brive-la-Gaillarde - Limoges-Bénédictins",,3,,,
OCE104651,OCESN,"","LIMOGES -GUERET - MONTLUCON",,3,,,
OCE805848,OCESN,"","Res-Dol-Din",,2,,,
OCESN-85043166-87718619,OCESN,"","Le Locle - Morteau",,3,,,
OCESN-87586008-87595009,OCESN,"","Agen - Périgueux",,3,,,
OCESN-87437798-87485144,OCESN,"","La-Rochelle-Pt-Dauphine - Rochefort",,3,,,
OCE725927,OCESN,"","Autun - Nevers",,2,,,
OCE1109941,OCESN,"","Decize - Nevers - Moulins",,2,,,
OCESN-87755629-87751008,OCESN,"","Hyères - Marseille-St-Charles",,2,,,
OCESN-87313510-87276006,OCESN,"","Beauvais-Gare-SNCF - Creil",,2,,,
OCESN-87313759-87276006,OCESN,"","Abancourt - Creil",,2,,,
OCE600931,OCESN,"","Cars Réguliers Strasbourg - Saverne",,3,,,
OCE31,OCESN,"","Le Mans - Le Croisic",,2,,,
OCESN-87296012-87171009,OCESN,"","Laon - Reims",,3,,,
OCE1121941,OCESN,"","Aillevillers -  Belfort",,3,,,
OCE372847,OCESN,"","Autocars L'Aigle / Surdon / Alençon",,3,,,
OCE1226025,OCESN,"","Belfort - Delle",,3,,,
OCESN-87723197-87686667,OCESN,"","Lyon-Part-Dieu - Paris-Bercy",,2,,,
OCESN-87381509-87411017,OCESN,"","Mantes-la-Jolie - Rouen-Rive-Droite",,3,,,
OCESN-87313874-87276006,OCESN,"","Amiens - Creil",,3,,,
OCESN-87276006-87296004,OCESN,"","Creil - St Quentin",,2,,,
OCESN-87611236-87611152,OCESN,"","Luchon - Montréjeau-Gourdan-Pol.",,3,,,
OCE1209981,OCESN,"","Tours - Saumur",,2,,,
OCESN-87645002-87613109,OCESN,"","Aurillac - Capdenac",,3,,,
OCESN-87734251-87645002,OCESN,"","Arvant - Aurillac",,3,,,
OCE37,OCESN,"","Tours -Caen",,2,,,
OCE645673,OCESN,"","IV  MARSEILLE / NIMES / MONTPELLIER / NARBONNE",,2,,,
OCESN-87437798-87491001,OCESN,"","La-Rochelle-Pt-Dauphine - Saintes",,3,,,
OCESN-80142927-87212027,OCESN,"","Kehl - Strasbourg",,3,,,
OCESN-87486019-87487603,OCESN,"","La Roche-sur-Yon - Saumur",,3,,,
OCESN-87313759-87313874,OCESN,"","Abancourt - Amiens",,3,,,
OCESN-87396002-87571000,OCESN,"","Le Mans - Tours",,3,,,
OCESN-87444000-87384008,OCESN,"","Caen - Paris-St-Lazare",,2,,,
OCESN-87447680-87447219,OCESN,"","Granville - Lison",,3,,,
OCE144653,OCESN,"","Montpellier St Chély",,2,,,
OCE472859,OCESN,"","Cars Réguliers Sewen-Cernay",,3,,,
OCE180689,OCESN,"","Bus 4710 4707 (Brive) Gramat Figeac Rodez",,3,,,
OCE817872,OCESN,"","Chateau Renault - Vendome CAR",,3,,,
OCE829898,OCESN,"","Cars Réguliers Saverne - Lutzelbourg",,3,,,
OCESN-87192039-87215012,OCESN,"","Metz-Ville - Sarrebourg",,3,,,
OCE645593,OCESN,"","Cars Travaux Strasbourg - Lauterbourg",,3,,,
OCESN-87214783-87144014,OCESN,"","Saales - St-Dié-des-Vosges",,3,,,
OCE180695,OCESN,"","Bus 4733 4734 Toulouse Ax - Foix Tarascon Latour de Carol",,3,,,
OCE180687,OCESN,"","Bus 4709 4711 Toulouse Albi Carmaux Rodez",,3,,,
OCE817873,OCESN,"","Salbris - Valençay",,3,,,
OCE817862,OCESN,"","Nouan - Lamotte - Romorantin CAR",,3,,,
OCE817848,OCESN,"","Les Aubrais - Blois - Tours CAR",,3,,,
OCE1478028,OCESN,"","Les Aubrais-Château Gaillard",,3,,,
OCE817865,OCESN,"","Eguzon - Argenton - Châteauroux CAR",,3,,,
OCESN-87543017-87543074,OCESN,"","Aubrais-(les) - Toury",,3,,,
OCESN-87641001-87576009,OCESN,"","Montluçon-Ville - Vierzon",,3,,,
OCESN-87751008-87751206,OCESN,"","Marseille-St-Charles - Sisteron",,3,,,
OCESN-87484006-87396408,OCESN,"","Angers-St-Laud - Sablé-sur-Sarthe",,3,,,
OCESN-87396309-87396002,OCESN,"","Connerré-Beillé - Le Mans",,3,,,
OCESN-87300863-87718007,OCESN,"","Besançon-Franche-Comté - Besançon-Viotte",,2,,,
OCESN-87696484-87696005,OCESN,"","Decize - Nevers",,2,,,
